,news_id,title,abstract,category
847,N45714,The best places to raise a family in the Southeast,"To help families of all stages take a data-driven approach to finding the best communities within the Southeast, Stacker looked to Niche's 2019 Best Places to Raise a Family, which evaluates dozens of important components.",finance
850,N6002,Former UAW Vice President Joe Ashton Charged In Corruption Case,"DETROIT (WWJ) - Another United Auto Workers union executive is facing federal conspiracy charges. Former UAW Vice President Joe Ashton is now the thirteenth person, and highest executive, to face criminal charges in connection with the case. Overall, the investigation centers on whether UAW brass took kickbacks and bribes and/or misused funds meant for charity purposes. ""This had been expected after guilty pleas from several of his top aids,""...",finance
851,N61004,Entire PA Turnpike Going Cashless By 2021,"Starting in 2021, there will be no cash or credit cards accepted along the entire Pennsylvania Turnpike, authorities said Monday.",finance
853,N38610,Facebook's Head Fake Is Your Sell Signal,"The bad PR just keeps coming fast and furious, a more significant signal than the minor stock rise Thursday on a decent, but not spectacular, earnings.",finance
856,N54991,These 20 countries own 80% of the world's wealth,"The global economy is worth a mammoth $86 trillion (£69.6tn). Yet what's even more staggering is that 80% of that figure is hogged by just 20 countries. Using data published by the World Bank in 2019, we take a look at these economic powerhouses and reveal what to expect for the years ahead. Counting down from the 20th biggest to the most enormous, we reveal the largest economies around the globe.",finance
857,N24437,Here are all of the Georgia billionaires listed in Bloomberg's Billionaire Index,"A new list is out tracking the world's 500 richest people. The Bloomberg's Billionaire Index lists the richest people on Earth, who have a net worth starting at $4.16 billion.",finance
860,N14643,"Tennessee's academic progress stalls, nation's new education report card shows","Six years ago the state touted its rapid reading and math acceleration against the rest of the nation. Now, progress has hit a plateau.",finance
862,N39251,D.C. considers restoring voting rights to prisoners with felony convictions,The issue will be the subject of a D.C. Council hearing Thursday,finance
863,N44181,Nike to shut down Oregon project after top coach is banned,Nike Inc. is ending its Oregon Project supporting elite track athletes after a top coach was banned for violating anti-doping rules in a scandal that has engulfed the sport's biggest corporate backer.,finance
864,N58648,Samsung admits to major security flaw in its phones that lets anyone bypass fingerprint sensors,"Samsung on Friday issued a warning to people with Galaxy S10 and Galaxy Note 10 phones, which can be tricked to let any fingerprint unlock them.",finance
866,N54760,Striking Mack Trucks workers irked after company cuts their health care plans,"Striking Mack Trucks workers are expressing frustration after the company cut their medical coverage, something employees say they didn't realize had happened until they tried to pick up a prescription or visit a doctor's office. Matthew DeRitis is one of several United Auto Workers Local 677 members who reached out to The Morning Call to discuss the situation. DeRitis, a 5-year Mack ...",finance
867,N4167,"If you're afraid to invest in the stock market, do this calculation to see how much money you're losing out on","About 60% of millennials aren't investing in the stock market, many times because they're afraid to lose their money. But there's an opportunity cost you need to take into account if you avoid the market.",finance
872,N45964,House where J.R.R. Tolkien wrote 'Lord of the Rings' is on sale for nearly $6 million   look inside,"The Oxford, England home where J.R.R. Tolkien lived from 1937 to 1940 and wrote ""The Hobbit"" and parts of ""The Lord of the Rings"" trilogy is for sale for 4.58 million euros, or nearly $6 million.",finance
873,N32845,Analysis: Extreme greed reigns on Wall Street. Here's why investors are so confident,It seems like nothing can go wrong on Wall Street these days.,finance
875,N20222,How fractional investing can boost your portfolio,"With this strategy, you don't have to wait until you have enough money to buy your first share.",finance
876,N44502,"A century after inception, Washington Park is seeing major changes on all sides",The Beltline and a strong economy have spurred considerable development in the long-underserved Westside,finance
877,N34099,7 reasons not to be embarrassed about your debt,Don't be ashamed. Take control of your debt instead.,finance
880,N13507,"Remember To Rescan Your Television On Friday, October 17","If you are one of the thousands of Chicagoans who view broadcast television using an antenna, you will need to rescan your TV or converter on Friday to continue watching programming.",finance
881,N28834,Oil Jumps Above $60 as Iran Tanker Attack Reignites Mideast Risk,Oil jumped back above $60 a barrel after reports of a missile strike on an Iranian tanker near the Saudi Arabian port city of Jeddah reignited fears over military escalation in the world's most important crude-producing region.,finance
882,N34221,Oil prices fall as concerns about global demand grow,"Oil prices fell Monday as concerns about economic growth combined with signs of ample global supplies pressured prices, outweighing bullish signals from Europe, where fears of an economically damaging no-deal Brexit have eased.",finance
886,N31204,UBS Is Cutting 40 Banking Jobs in Asia,"UBS Group AG is cutting about 40 jobs in the Asia-Pacific region as part of a global push to trim costs and combine its trading units, according to a person familiar with the matter.",finance
887,N36378,"Melrose Contractors Targeting Elderly In Home Improvement Scam, Police Say",Residents in Melrose are being warned about an ongoing home improvement scam targeting elderly people. WBZ-TV's Beth Germano reports.,finance
888,N5697,The big reason why millennials haven't invested in their 401(k) plans: They don't make enough money,"Many millennials who aren't saving for retirement said they were unemployed or not worried about it. But most of all, they just can't afford to save.",finance
891,N2030,Hong Kong is sinking into a recession with no recovery in sight,"Hong Kong is facing its first recession since the global financial crisis, with little prospect of an immediate recovery as the city confronts its most violent protests in decades.",finance
894,N39870,PowerBar maker BellRing climbs after low-range $480 million IPO,PowerBar maker BellRing Brands Inc. climbed as much as 14% in its trading debut after raising $480 million in an initial public offering that yielded results at the low-end of its target.,finance
896,N4436,America's richest and poorest states,"Median household income in the United States hit an all time high in 2018, according to data from the U.",finance
897,N49603,Japan September exports to fall for tenth month on global slowdown: Reuters poll,Japan September exports to fall for tenth month on global slowdown: Reuters poll,finance
899,N2200,"In West Town, Queen Anne-style home with original wood and stained glass asks $890K","Built in the early 1830s, plenty of original charming details remain",finance
900,N34047,How to get up to $358 in the Yahoo data breach settlement,"If you had an account with the portal between 2012 and 2016, you could be eligible for cash or free credit monitoring",finance
901,N33808,Microsoft Q1 Earnings: It's All About the Cloud,Can a fast-growing cloud business help Microsoft overcome a tough year-ago comparison?,finance
902,N19470,Renting in St. Louis: What's the cheapest apartment available right now?,"Housing costs got you down? Apartment hunting is hard, but there are deals to be found. So what does the low-end rent on a rental in St. Louis look like these days?",finance
904,N48582,Bill O'Reilly said he doubts mom works 4 jobs. She says he 'doesn't have a clue',Gina Giambone says she actually juggles 5 part-time gigs to earn enough for her and her adult special-needs daughter,finance
905,N19203,A wealth tax could have unpredictable effects on politics and philanthropy,Taxing the rich will likely make the ultra-wealthy spend more. Here's how that could backfire.,finance
906,N57440,85 new jobs coming to Eden,"About 85 news jobs are coming to Eden after Gildan Yarns bought a former yarn spinning plant to add to its existing operation in the city. Gildan Activewear, the parent company of Gildan Yarns, is Eden's largest private employer and Rockingham County's second largest industrial employer. The company currently has about 500 employees in Eden and has been in operation in the city since 2000. The company also has yarn spinning plants in Mocksville,...",finance
907,N27260,Carman loses insurance claim case on sunken boat,"PROVIDENCE, RI   A judge has found Nathan Carman's insurance policy does not cover the sinking of his boat. In his ruling, Judge John McConnell said, ""The court finds that the Policy does not cover Mr. Carman's loss. Because the facts show that Mr. Carman made improper and faulty repairs to his boat that contributed to its sinking, Exclusion D in the Policy excludes the claimed loss."" The ...",finance
909,N14255,Own this stylish one-bedroom in Lakeview for $265K,The bright corner unit is steps from the Belmont CTA,finance
910,N25817,Every State's Pension Crisis Ranked,"As members of the baby boom generation age into retirement   approximately 10,000 Americans turn 65 every day   more and more are relying on pension benefits for their main source of income.",finance
911,N14153,Historic home built by Coral Gables developer George E. Merrick hits market for $3.9M,"A Coral Gables home steeped in South Florida history has hit the market for $3.995 million. The four bedroom, 5,716-square-foot property at 1030 Hardee Road was built in 1925 by developer George Merrick, the planner and builder of Coral Gables, and is a registered historic landmark. The house, which features four bathrooms and two half-bathrooms, also previously served as the home of ...",finance
912,N64963,Apple pledges $2.5 billion to address California's affordable housing problem,"The announcement, made Monday, follows similar big pledges this year from Facebook, Google and Microsoft, which put money toward housing in its home base of Seattle. And it comes amid criticism that tech firms had done too little to ease an affordability crunch that their rapid expansion helped worsen.",finance
913,N45069,This regional grocery store has a cult following and it just opened its first location in New York City,"Wegmans Food Market, a family-owned regional chain with a significant cult following, has moved into the industrial backdrop of the Brooklyn Navy Yard.",finance
914,N38785,Uber sinks to record low as IPO share lockup expires,"A large stake in Uber Technologies changed hands before the market opened Wednesday, a person familiar with the matter said, as post-IPO selling restrictions lift for early investors and insiders.",finance
915,N46341,WeWork's ex-CEO faces pregnancy discrimination complaint,A former top aide to WeWork co-founder Adam Neumann is accusing him and other executives of discriminating against her for becoming pregnant.,finance
922,N24872,"Proposed minimum wage increase could have adverse impacts on Florida economy, UCF economist says",,finance
925,N41665,This nurse worked more than 30 years at the same hospital. Then the pension plan went bust.,"Religious-affiliated pension plans   like the one at this New York state hospital   do not have to get insurance coverage, under the law. And that can spell trouble for retirees if they run low on funds.",finance
926,N307,Alcoa heads for biggest gain since 2016 on $1 billion revamp,Alcoa Corp. shares headed for the biggest gain since early 2016 as investors welcomed the company's plans to get leaner by selling assets to weather a market rout.,finance
930,N32022,"Can Microsoft Stock Break Out on Earnings, Pentagon Contract?",Microsoft had solid earnings and landed the coveted JEDI contract. Now it's up to MSFT stock to hold onto the breakout.More From InvestorPlace 2 Toxic Pot Stocks You Should Avoid 7 AI Stocks to Buy to Profit from the Recent Tech Correction 5 IPO Stocks With Lockup Expiration Dates Around the Corner 3 Clean Energy ETFs for a Brighter Future,finance
933,N26229,World 'awash' in oil As Perry sees shale boom barreling ahead,"Global markets are ""awash"" in crude thanks to the surge in U.S. oil output, and the boom looks set to continue, U.S. Energy Secretary Rick Perry said in a Bloomberg TV interview. U.S. shale production has turned the world ""on its head,"" and Goldman Sachs Group Inc. is ""off a bit"" in a report last week saying that the bonanza is fading, Perry said on Sunday in Dubai. Oil and natural gas from American shale fields have made the U.S. one of the...",finance
934,N60068,The radical manifesto embraced by Google workers and Uber drivers,"Just before 20,000 Google employees left their desks last fall to protest the company's handling of sexual harassment, a debate broke out among the hundreds of workers involved in formulating a list of demands.",finance
935,N35458,Brazil oil auction a 'total disaster' as bidders stay away,"Brazil's largest-ever auction of oil deposits flopped, sending the real tumbling, after state-controlled Petroleo Brasileiro SA did most of the bidding while other major oil companies stayed away.",finance
936,N49287,25 Extra Grocery Costs You're Probably Forgetting About,Don't pay more when you could save big instead.,finance
937,N53936,How to download your Yahoo Group data,The venerable meeting place is finally going away,finance
939,N40286,States With the Most Farm Bankruptcies,More than 40% of farm bankruptcies over the last year were filed in the Midwest.,finance
940,N31291,Just Married? Here Are 5 Essential Money Moves,Make marital bliss last forever with savvy financial planning.,finance
941,N16710,The value of America's natural resources revealed,Ever been curious about how much money is hiding in America's untapped natural resources? We reveal what they're really worth…,finance
944,N16675,Going Dutch? Low interest rates rattle 'world's best' pension system,Going Dutch? Low interest rates rattle 'world's best' pension system,finance
945,N28144,San Francisco is losing residents because it's too expensive for nearly everyone,"A former bohemian mecca, San Francisco now lays claim to the most expensive housing in the West, with a median home price of $1.4 million.",finance
946,N43477,750 homes affected by damage to gas line; crews going door to door,"Approximately 750 homes in Alpharetta went without gas service Friday night after a gas line was damaged by a construction crew on Rucker Road, authorities said.",finance
947,N4580,Where America gets its cocoa and 20 other agricultural imports,Think you know where your favorite food products come from? Stacker looked at some of the most common foods the United States imports from abroad.,finance
948,N45256,Ann Arbor doles out $590k for affordable housing,"ANN ARBOR, MI - Ann Arbor has divvied up nearly $600,000 in funds for affordable housing projects. The Ann Arbor City Council voted unanimously on consent agenda on Monday, Oct. 21, to approve funding for three projects by the Ann Arbor Housing Commission and nonprofit developer Avalon Housing. The work by Avalon Housing is particularly exciting, said Councilman Zachary Ackerman, D-3rd Ward, ...",finance
949,N55266,The worst jobs in America,Americans are increasingly miserable in their jobs. Stacker has looked at data from PayScale and the Bureau of Labor Statistics to determine the 50 worst jobs in the United States.,finance
951,N38643,Your sewage can reveal a lot about you starting with your income,"We flush a lot about ourselves down the toilet, according to an unusual study of urban waste.",finance
952,N3471,"I looked into 'house hacking' to live for free, but there are a few reasons I've decided it's not for me","House hacking is where you utilize your primary residence to help you earn income, so you can live for free or drastically reduce expenses.",finance
954,N56266,"Downtown parking paradox: Denver wants fewer new spots, but they just keep coming","Denver has tried to discourage the construction of downtown parking decks, but they just keep coming. Should developers be afraid of ""peak parking?""",finance
955,N17530,Bill Hynes resigns as CEO of United Fiber & Data for 'personal reasons' following arrest,"In a statement, United Fiber & Data, a telecommunications company in York, reported that Bill Hynes resigned for ""personal reasons.""",finance
959,N28487,China to Ask U.S. to End Sanctions on Its Biggest Shipping Company,"China plans to ask the U.S. to lift sanctions on its biggest shipping company at high-level trade negotiations in Washington this week, people familiar with the matter said.",finance
964,N48317,"To ease traffic, Perimeter employees will work remotely or avoid rush hours this week",But will the subtraction of a few thousand drivers help alleviate hellacious Perimeter congestion?,finance
968,N20288,Lowe's employee morale is down after restructuring of stores,Lowe's has made a number of major personnel moves in its stores in recent years. Employees aren't happy.,finance
969,N35835,"So you make $100,000? It still might not be enough to buy a home","A record number of six-figure-income families rent, as student debt and meager savings cloud their financial future. Because buying a house was historically a pathway to savings, this phenomenon could exacerbate the nation's wealth gap.",finance
977,N28095,Your Student Debt Doesn't Always Die With You,You may feel like you'll be paying off student loans until the day you die. But even that may not be the end of it.,finance
980,N22818,RTA board should discontinue paying trustees and adopt term limits for next board president,"The Greater Cleveland Regional Transit Authority board of trustees is looking at a revamp of its bylaws after recent turmoil that included criminal charges against former board president George Dixon III, who pleaded guilty to felony theft in office, and that saw the departure of longtime RTA General Manager Joe Calabrese. The board is right to do so. Extensive financial and strategic ...",finance
983,N18976,This is how long an average US worker needs to become a billionaire,Where do you want to be in 2.8 million years?,finance
984,N40132,"Millennials and Gen X are both stressed, broke and in debt","Gen X has a negative outlook, while millennials think they're doing okay. Both generations are stressed about money and aren't saving for retirement.",finance
985,N21098,Social Security benefits to get a 1.6% boost in 2020,"The Social Security Administration has announced how much benefit checks will increase next year. Here's what retirees can expect in 2020, and how that compares with previous years.",finance
987,N32172,Ford posts lower profit and trims its full-year outlook,"Ford Motor on Wednesday posted a lower quarterly profit as it took charges for its global restructuring and reduced its full-year operating profit forecast on higher warranty and incentive costs, as well as lower-than-expected sales in China.",finance
988,N34571,Man Charged With DWI In August Candy Store Crash,"Jovan Davell Brown, the 42-year-old driver who crashed into Minnesota's Largest Candy Store in August, has been charged with two DWI counts. The criminal complaint states the night of the 1 a.m. crash, Brown admitted to consuming alcohol prior to driving.",finance
989,N57665,Here's how the stock market tends to perform after the Fed cuts interest rates 3 times in a row,Wall Street is assessing a third interest rate cut in as many meetings by the Federal Reserve on Wednesday afternoon.,finance
992,N25918,Decatur townhomes claiming former driving range are rather massive for the $400Ks,Initial offerings at 72-home Dumont Place have reached the market in Toco Hills,finance
994,N47989,"Still hazy, but here's what Pennsylvania might look like if legal weed becomes a thing",Here's a breakdown of the bill that's proposing to legalize marijuana in Pennsylvania.,finance
996,N59851,"Most millennial couples say money adds stress to their relationship, and Gen X largely agrees",A Morning Consult and Insider survey finds most millennials who are married or living with a partner say money is stressful in their relationship.,finance
997,N22202,The Pixel 4 box is hiding an AR Easter egg,"If you were one of the first people to scoop up a Google Pixel 4 or Pixel 4 XL, you might want to try pointing Google Lens at the rear of the box when you receive your phone. That's because Google has hidden an augmented reality Easter egg on the packaging. Should you try it out, you'll see a photo of the phone morph into an animated welcome message. It'll then display photos shot on Pixel, according to 9to5 Google. If you tap on the screen, a...",finance
999,N27378,The world's biggest brands have a garbage problem. This man can help,"Procter & Gamble, Unilever, Nestlé and PepsiCo are all trying out reusable packaging thanks to Tom Szaky, the CEO of TerraCycle. Earlier this year, Szaky launched Loop, a new shopping service that aims to cut down waste.",finance
1001,N25220,Issues with batter among violations at Waffle House that failed health inspection,A busy Waffle House failed a health inspection for various violations including the waffle batter not held cold enough.,finance
1002,N34987,J&J slashes third-quarter profit by $3 billion over proposed opioid deal,J&J slashes third-quarter profit by $3 billion over proposed opioid deal,finance
1005,N29475,US states with shocking debts bigger than some countries,"With many state and local agencies unable to fully fund their pensions and healthcare benefits, some states' debt is mounting beyond that of some nations. According to the OECD's most recent debt-to-GDP rankings, Estonia had the lowest debt of any OECD country at 13% of GDP, or a total of $2.5 billion. As you'll see, each state on this list has far more debt than Estonia, and for some states, more than several other countries too. Read on to find out which states are heavily in the red and how much they owe, according to the Census Bureau's most recent figures.",finance
1006,N55108,These luxury homes might cost less than you think,"Buying a multimillion-dollar home is a pipe dream for many, but what if there was a way to purchase a deluxe dwelling for less?",finance
1007,N12708,"Green Lane woman charged with stealing $600,000 from employer tells boss, 'You can have my whole 401(k)'","Authorities say a Green Lane woman stole more than $600,000 from her Montgomery County employer over several years and used the money to pay for wedding vendors, food and utility bills. Carol Snyder, 58, of the 600 block of Macoby Avenue, is charged with theft by unlawful taking, receiving stolen property, failing to make required dispositions, dealing in proceeds of unlawful ...",finance
1008,N18450,How the maker of Skittles and M&Ms gets ready for Halloween,"It takes the maker of M&M's, Skittles and Snickers two years to get ready for Halloween.",finance
1009,N53673,3 Retirement Expenses You May Not Be Planning For,"If you don't prepare for these costs, they could put your retirement in jeopardy.",finance
1010,N13592,Companies around the world get hit by Hong Kong protests,"Whether they sell fur coats from Rome or farm hens from Mississippi, a surprising concern is occupying a number of corporate executives this earnings season: Hong Kong's protests.",finance
1011,N43060,Use this free tool to see if your investments are sustainable,"The Invest Your Values tools, created by As You Sow, a nonprofit that promotes corporate social responsibility, ""offer investors insight into the environmental and social impact of their portfolios, alongside traditional metrics like financial returns.""",finance
1015,N23183,"As Helpmate closes 40 years, need for domestic violence services grows",One out of four women; one out of nine men. These are numbers of those experiencing intimate partner domestic violence.,finance
1016,N42040,The world's most incredible shopping malls   and what they cost,"Gone are the days when shopping malls were just places to shop. Now you can go on adrenaline-pumping rides, go skiing, or even take in some art. Join us for a stroll through some of the planet's most amazing retail experiences.",finance
1017,N56646,New listing in Gallatin offers little slice of California on Old Hickory Lake,Brandon Reed decided to bring a bit of California to Gallatin when he built his home on the shore of Old Hickory Lake.,finance
1019,N46269,Acuity announces plan for 7% staff increase at Sheboygan headquarters next year | Streetwise,"The company said it has seen ""strong business growth."" It plans to add 100 new employees in 2020, Acuity announced Wednesday.",finance
1020,N10602,Why Jan. 2 will be the busiest day of the year for UPS,"UPS expects online shoppers to return merchandise they've purchased at a record-setting rate during and after the holiday season fueled by increase use of ecommerce sites like Amazon, which empower customers to receive and send packages back to retailers all season long.",finance
1022,N1960,"In two small South Jersey towns, 63 homeowners will leave their flooded homes   if the state's offer makes financial sense","As about 100 South Jersey residents gathered inside a Southampton Township school gymnasium to learn the potential fate of their homes, ravaged by a June flood, an intense rainfall was thrumming from above, muffling the presenter's words and unsettling residents' stomachs. To homeowners in the small towns of Burlington County, that relentless pitter-patter brought flashbacks of six-foot ...",finance
1024,N20359,"Detroit's reputation is rising, but recovery still has a long way to go","The 2019 Detroit Reinvestment Index shows that city residents, suburbanites, and national business leaders all reported confidence in the city.",finance
1025,N64404,Greensboro Apartment Balcony Collapse in July Reveals 140 Units Need Repairs,"Cheryl Rimmer was about to join her husband and friend one summer night on her balcony, when the concrete collapsed under them. Luckily she walked away with only soreness and bruises. Since then, crews have been working to repair others that might need the work. After the incident, the City of Greensboro ordered all patios closed until inspections were complete. The city says after completing the inspection, 122 units were affected and had to be...",finance
1026,N20997,Two women joined GM more than a decade ago. Their futures couldn't be more different,"Tentative labor deal aside, the transition to electric and autonomous vehicles is leaving a generation of workers behind.",finance
1027,N28383,I have no spare money': UAW strike against GM spotlights the struggles of temp workers,"The GM-UAW strike highlights the rise of temp workers, which are also a growing segment of the workforce in health care and academia.",finance
1030,N56554,"These 7 malls are some of the oldest in America, surviving the retail apocalypse and decades of change","Malls have struggled, owing in part to e-commerce, changing consumer preferences, and the 2008 financial crisis.",finance
1031,N7693,This Is What Halloween Can Cost You This Year   and It's Scary,A survey of prices finds you can easily spend a frightful amount of money.,finance
1034,N1347,Reynolds Wrap Maker Targets $7 Billion IPO Valuation,"Reynolds Consumer Products Inc. the maker of Reynolds Wrap aluminum foil and Hefty trash bags, intends to seek a valuation of $7 billion in its U.S. initial public offering, according to people with knowledge of the matter.",finance
1036,N30609,There's a dark side to zero-cost investing you can't ignore,"If something sounds too good to be true, it probably is.",finance
1038,N19199,Sens. Smith And Klobuchar Raise Concerns Over TSA Staffing at MSP,U.S. Senators from Minnesota Amy Klobuchar and Tina Smith are urging the TSA to up staffing at the Minneapolis-St. Paul International Airport.,finance
1039,N42599,Opinion: Here's how to create a pension and save on taxes,Get income security later in life.,finance
1041,N18714,U.S. government's annual budget deficit largest since 2012,U.S. government's annual budget deficit largest since 2012,finance
1042,N43027,Microsoft CEO Satya Nadella made $42.9 million in its last fiscal year   up 65% from the year before,"Microsoft CEO Satya Nadella brought home a lot more cash, thanks to a raise and the vesting of a stock grant.",finance
1043,N25054,The year that changed Boeing: Airplane maker struggles to regain footing since first 737 Max crash,Investors await Boeing's earnings report on Wednesday for clues on the financial impact of the 737 Max grounding.,finance
1045,N21739,"Microsoft: Don't install Windows 10 1809 October 15 update, it breaks Defender ATP",Microsoft urges organizations to avoid installing KB4520062 because it could stall Defender antivirus services.,finance
1046,N28381,Used-car price tumble spells trouble for the US auto market,Falling used-car prices last month were a major contributor to subdued inflation for the U.S. economy. Auto analysts warn this could be a lasting trend with major negative implications for new-vehicle demand.,finance
1048,N12486,"East Hartford restaurant forced to pay nearly $40k in back wages, damages","EAST HARTFORD, CT (WFSB) - A restaurant was forced to pay nearly $40,000 in back wages and damages to former and current employees. The U.S. Department of Labor's Wage and Hour Division had been looking into Nolita Ristorante in East Hartford. Of the $39,314 in payments made, owner Vishal Sharma had to pay $19,657 in back wages. Officials said their investigation found that the employers failed to pay the federal minimum wage of $7.25 per hour...",finance
1049,N28605,Japan's Uniqlo pulls ad after South Korean fury,"Japanese retail giant Uniqlo has pulled a commercial featuring a 98-year-old US fashion figure from South Korean screens, it said Monday after it was accused of whitewashing colonial history.",finance
1051,N17634,Oleg Deripaska-Linked Firm Was Raided for Undisclosed U.S. Inquiry,"U.S. prosecutors are seeking records from a company associated with Russian billionaire Oleg Deripaska as part of a previously unreported investigation, according to documents filed in a London court.",finance
1052,N29970,Mayor Lori Lightfoot Won't Speculate On Possible Replacements For Police Supt. Eddie Johnson; Sources Say Retirement Announcement Expected Soon,"Amid reports Chicago Police Supt. Eddie Johnson will soon announce plans to retire, Mayor Lori Lightfoot on Wednesday declined to speculate on who she might seek to succeed him as the city's top cop.",finance
1053,N33508,25 Most Outlandish Taxes Since the Boston Tea Party,"At one point, men were actually taxed for being single.",finance
1057,N57660,"Opinion: Social Security has cheated seniors out of $15,000 over the past decade","The purchasing power of Social Security dollars is falling at an alarming rate, a new analysis finds.",finance
1058,N9533,"Take a look at the most expensive house for sale in America, a $225 million Bel-Air estate once owned by the founder of the Hilton empire","Casa Encantada, the legendary Bel-Air estate, is officially back on the market   with an astronomical asking price.",finance
1061,N24784,Jeff Bezos' master plan,"What the Amazon founder and CEO wants for his empire and himself, and what that means for the rest of us.",finance
1062,N64232,Wildfires Become an Insurance Nightmare for Californians,"California wildfires cost insurance companies more than $24 billion over the past two years. As those insurers look to cover their losses, here's a look at how homeowners like Grass Valley resident Christy Hubbard are paying the price. Photo/Video: Jake Nicol/The Wall Street Journal",finance
1063,N11588,Source: US-China trade deal signing could be delayed until December,"A meeting between U.S. President Donald Trump and Chinese President Xi Jinping to sign a long-awaited interim trade deal could be delayed until December as discussions continue over terms and venue, a senior official of the Trump administration told Reuters on Wednesday.",finance
1065,N38660,"China Embraces Bankruptcy, U.S.-Style, to Cushion a Slowing Economy","China, after years of pumping out financial support to keep companies afloat and workers happy, has embarked on a debt reckoning rapidly building a bankruptcy system to take on a significant pickup in corporate defaults.",finance
1066,N50991,28 Ways to Prepare for a Second Career,"If you're considering a second career, make sure you're ready for the change.",finance
1067,N21845,Renovation Diary Part I: Finding potential in a 776-square-foot Trinity,"As our Renovation Diary series begins, an out-of-towner dives into her latest home renovation project in Philly",finance
1070,N32447,Verizon outage hits customers across the US,Verizon said it's fixed the problem and recommends customers try restarting their phones if they still have problems,finance
1071,N44112,This is why Americans have so much trouble saving money,"Yes, the American consumer loves to consume. Maybe an electric dog polisher and a fur sink are a bit extreme, but the U.S., with its relatively low savings rate, definitely has a spending problem.",finance
1076,N7949,"Tesla's service and used car revenue is growing, but can't make up for a plunge in US vehicle sales","Third-quarter sales dropped 39% in the U.S., but Tesla's services and other revenue, which includes used car revenue, grew 68%.",finance
1080,N14980,Middletown's Chris Semonelli looks beyond R.I. to better Newport County,"As Chris Semonelli would tour local businesses, he could see something was missing. It had nothing to do with the business' product, but rather what they could do for the future of Newport County. Semonelli said while serving on the Middletown Town Council, he would ask business owners if they had a mentoring program but found they were generally non-existent. As he considered creating one ...",finance
1083,N29269,Winter retreat bargains: where to buy that's cheaper than Aspen,"Skiing is a much-loved winter pastime when the temperatures tumble, but you don't have to be a millionaire to enjoy a holiday home near the slopes.",finance
1085,N39319,Broken bottles and living vines: Kincade Fire destroys parts of historic Northern California winery,"Embers carried on strong winds spared some vineyards in Sonoma County, Calif., but they ravaged structures that were more than 150 years old at Soda Rock Winery.",finance
1086,N34386,Kohl's doubles its military discount to 30% during Veterans Day weekend,"Kohl's announced it's doubling its military discount to 30% during Veterans Day weekend, Thursday through Monday. According to the company, the 30% off in-store discount is double what Kohl's offers year-round for Military Mondays, when all active and former military personnel, veterans and their families receive a 15 percent off in-store discount. Sign up for our Newsletters Both discounts are valid in-store when customers show a valid military...",finance
1092,N53726,"I saved $300,000 by 26   and doing these 5 unusual things helped me save like crazy","From switching jobs without the all the ""right"" qualifications to staying in hostels with up to 15 beds per room, making a few lifestyle changes made an enormous difference in my finances.",finance
1094,N48223,"Sunday Real Estate: Dwyane Wade's Mansion, Jimmy Rollins' Home",This week's Sunday Real Estate takes you to Dwayne Wade's Miami Beach mansion and MLB All-Star Jimmy Rollins' Tampa home.,finance
1095,N26895,"Sunday Real Estate: Dwyane Wade's Mansion, Jimmy Rollins' Home",This week's Sunday Real Estate takes you to Dwayne Wade's Miami Beach mansion and MLB All-Star Jimmy Rollins' Tampa home.,finance
1096,N62634,Trump education official to resign and call for mass student loan forgiveness,"A senior student-loan official in the Trump administration said he would resign Thursday and endorse canceling most of the nation's outstanding student debt, calling the student-loan system ""fundamentally broken.""",finance
1097,N38685,Supermarkets in Arizona offer discount for first responders on Wednesday,"PHOENIX (3TV/CBS 5) - A chain of supermarkets is giving back to first responders. On Wednesday, Bashas', Bashas' Diné and Food City stores across the state are giving first responders 10% off what they buy. The discount is available to all active law enforcement, firefighters, EMT and EMS personnel who have an official ID. However, the savings are not valid on prescriptions, alcohol, tobacco, postage, gift cards, money orders or lottery tickets....",finance
1101,N60329,"Blaming dairy farm downturn, Associated Milk Producers shuts down Iowa plant",347 dairy farms have closed in Iowa since October 2015.,finance
1103,N33704,Here's how rising car prices can hurt average Americans,"Car prices are rising rapidly, but Americans' wages have been slow to increase for decades. As a result, many take out long-term auto loans that can take years to pay off.",finance
1104,N35295,LVMH confirms talks over possible acquisition of jeweler Tiffany,LVMH confirms talks over possible acquisition of jeweler Tiffany,finance
1105,N19798,Hong Kong economy: The city is headed for recession as five months of protests take a toll,"Hong Kong is headed for recession, as five months of protests send tourism and retail numbers plunging.",finance
1106,N11815,AutoNation accused of selling cars with unrepaired safety recalls,"A new report out Tuesday accuses one of the nation's largest car retail chains of selling used vehicles with unrepaired safety recalls. The U.S. Public Interest Research Group looked into 2,400 used vehicles at 28 AutoNation dealerships nationwide. It claims ""one in nine"" had safety recall issues, including problems linked to deaths and injuries. Anna Werner reports.",finance
1109,N19947,"Opinion: If American companies seem pathetic when it comes to China, it's because they are",The NBA's reaction to Daryl Morey's tweet in support of the Hong Kong protests shows US companies have failed to stand up for US values in China.,finance
1110,N5024,Answer Man: $40M residential development coming to Fletcher?,A reader asks if a large residential development is coming to the Town of Fletcher.,finance
1113,N17680,Opinion: Minneapolis saw that NIMBYism has victims,"Single-family zoning hurts a lot of people. In Minnesota's largest city, reformers put them front and center.",finance
